ID,Canonical_Smiles,Inhibition
TRAIN_0507,Cc1ccc(NC(=O)c2cc3nc4c(oc5ccccc45)c(O)n3n2)cc1,13.6
TRAIN_0508,COc1ccc(CNC2=NS(=O)(=O)C(=C2C)c3ccc(Cl)cc3)c(OC)c1,75.9
TRAIN_0509,O=C(NC1=Nc2ccccc2C3=NCCN13)c4cccnc4,1.7
TRAIN_0510,Cl.Fc1cc(F)cc(c1)C2=C(C(=O)c3cc(OCCc4ccccn4)ccc23)c5cccnc5,84.5
TRAIN_0511,CN1CCC(C1)Oc2cc(ccc2Cl)N3C(=Nc4ccccc4C3=O)C,9.06
TRAIN_0512,COC(=O)C1=Cc2cc(OCc3ccncc3)ccc2N(O)C1=O,6.21
TRAIN_0513,C[C@@H](c1ccc2ncccc2c1)c3nnc4ccn(nc34)c5ccccc5,53.3
TRAIN_0514,CC(Oc1cccnc1N)c2nnc3ccc(Cl)nn23,0.796
TRAIN_0515,OC(C[N+](=O)[O-])c1cc(c(F)cc1Cl)c2ncc(cc2Cl)C(F)(F)F,77.3
TRAIN_0516,OC(=O)c1cc(ccc1O)N2C(=O)c3ccccc3C2=O,0.436
TRAIN_0517,COc1ccc(Sc2nn(c3ccccc23)S(=O)(=O)C)cc1OC,86.9
TRAIN_0518,FC(F)(F)c1cccc(c1)\N=C\2/NC(=O)CS2,0.0
TRAIN_0519,COc1ccc2CN(Cc3ccc(Br)cc3)[C@@H](C)CC45C=C[C@H](O)C[C@@H]4Oc1c25,18.4
TRAIN_0520,COc1cc(OC)cc(c1)C2CC(=O)c3cc(OC)cc(OC)c23,52.0
TRAIN_0521,CCOC(=O)c1cnc2cnn(Cc3c(Cl)cccc3Cl)c2c1O,8.28
TRAIN_0522,Fc1cccc(c1)c2ccc3nnc(CN4C(=O)Nc5ncccc45)n3n2,17.5
TRAIN_0523,CC1=C(c2ccc(F)cc2)S(=O)(=O)N=C1Nc3ccc4[nH]c(nc4c3)C(F)(F)F,0.0
TRAIN_0524,COc1ccc(cc1)c2cc3c4ccccc4Cn3n2,12.5
TRAIN_0525,OC(=O)C1=CC(=O)c2c(Cl)cc(Cl)c(C(=O)O)c2N1,22.3
TRAIN_0526,CCOC(=O)C1C2CCC(=O)C2C(=O)c3ncccc13,10.8
TRAIN_0527,COc1ccccc1Nc2ccc(cc2)n3ccnc3c4ccncc4,98.6
TRAIN_0528,Nc1ncc(cc1c2oc3cc(F)c(Cl)cc3n2)c4cnn(c4)C5CCNCC5.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,40.6
TRAIN_0529,Clc1cccc(Nc2ccc3nnc(CN4C=Cc5ncccc5C4=O)n3n2)c1,51.8
TRAIN_0530,CCC(Oc1cc(N2C(=O)C3CCCCN3C2=O)c(F)cc1C#N)C(=O)NCc4cc(C)cc(C)c4,89.5
TRAIN_0531,COc1c(Br)c2ccc(Br)cc2cc1C(=O)O,38.1
TRAIN_0532,O=C1Nc2ccccc2S(=O)(=O)C1c3ccccc3,52.9
TRAIN_0533,CC1=Nc2ccc(Br)cc2C(=O)N1c3ccc(cc3)c4nnn(C)n4,28.1
TRAIN_0534,Cn1cc(cn1)c2cnc3c(N)nn(Cc4cccc(c4)C(F)(F)F)c3c2,97.9
TRAIN_0535,Cn1cc(cn1)c2cnc3NC(=O)N(Cc4ccccc4)c3c2.OC(=O)C(F)(F)F,26.1
TRAIN_0536,Cc1ccccc1c2ccc3nnc(Cc4cccc5C(=O)NC=Cc45)n3n2,47.1
TRAIN_0537,Fc1ccc(C2=CC(=O)n3ncc(C(=O)NC4CCCCC4)c3N2)c(F)c1,69.8
TRAIN_0538,COc1ccc(cc1)C2=C(C)C(=NS2(=O)=O)N3CCc4nc[nH]c4C3,40.0
TRAIN_0539,CC(=O)Nc1nc(c(C)s1)c2cnc3ccc(Cl)cn23,37.4
TRAIN_0540,Cc1ccc(SCCN2C(=O)c3ccccc3C2=O)cc1C,54.5
TRAIN_0541,COc1cc(OC)cc(\C=C\C(=O)c2cc(OC)cc(OC)c2Br)c1,94.6
TRAIN_0542,CCOC(=O)C1CCN(CC1)c2nc(C)cc(Cl)n2,10.4
TRAIN_0543,CN(C)CCC(C)(C)NC(=O)c1cccc(c1)c2cnc(N)c(c2)c3oc4c(cccc4n3)c5ccccn5.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.OC(=O)C(F)(F)F,87.9
TRAIN_0544,Clc1ccnc2cc(I)oc12,10.4
TRAIN_0545,Cc1ccc2cc(sc2n1)c3ccc(Cl)cc3,35.0
TRAIN_0546,O=C(Nc1nc2ccccc2s1)C3CCC(C3)N4CCC(=CC4)c5ccccc5,37.4
TRAIN_0547,Clc1cc(Cl)c2c(NC(=O)OC23SCCCS3)c1,39.4
TRAIN_0548,CCOC(=O)Cc1c(C)nc2cc(nn2c1O)c3ccc(C)cc3,9.72
TRAIN_0549,CC(C)C(=O)N1CCN(CC1)c2cnc(N)c(c2)c3oc4ccccc4n3,64.2
TRAIN_0550,CC(C)Nc1ncc2scc(COc3cccc4ncccc34)c2n1,66.5
TRAIN_0551,CN(C)CCOc1ccc(Nc2cnc(N)c(c2)c3oc4c(Cl)cccc4n3)cc1,71.0
TRAIN_0552,CS(=O)(=O)c1ccc(N2C=Nc3ccc(Br)cc3C2=O)c(F)c1,22.7
TRAIN_0553,O=S1(=O)N=C(N2CCc3sccc3C2)c4ccccc14,52.5
TRAIN_0554,Brc1ccc2sc(cc2c1)C(=O)NCCCC(=O)N3CCSCC3,46.9
TRAIN_0555,COC(=O)C1=C(C)N(C(=O)C)C2(O)c3ccccc3C(=O)C12O,30.0
TRAIN_0556,COC(=O)c1ccccc1NC(=O)CSc2nnnn2c3ccc(OCc4ccccc4)cc3,51.6
TRAIN_0557,CCOC(=O)C(=Cc1cn(nc1c2ccc(OC)c(OC)c2)c3ccccc3)C(=O)OCC,49.7
TRAIN_0558,Cc1nc2ncccc2c(c1CO)c3ccc4OCCCc4c3Cl,22.9
TRAIN_0559,CC(C)(C)OC(=O)N1CCC(CC1)n2cc(cn2)C3=CN=C(N)N(Cc4ccccc4)C3=O,59.6
TRAIN_0560,C(c1ccc2ncccc2c1)n3nnc4ncc(nc34)c5csc6ccccc56,33.4
TRAIN_0561,OCCCc1cn(nn1)C2=Cc3ccc(O)cc3OC2=O,29.7
TRAIN_0562,CC(C)(C)OC(=O)N1CCC(CC1)N2Cc3ccc(Nc4ccc(NC(=O)C5CC5)cc4)nc3C2=O,40.7
TRAIN_0563,CC(=O)C1=C(Nc2c(Cl)ccc(Cl)c2C1=O)N3CCN(Cc4ccccc4)CC3,59.2
TRAIN_0564,CC(c1ncc(s1)c2ccc(O)cc2)C(O)(Cn3cncn3)c4ccc(F)cc4F,92.9
TRAIN_0565,Cc1ccc2Oc3ccc(Cl)cc3C=C(C#N)c2c1,0.0
TRAIN_0566,CCOC(=O)c1c(C)nc2nc(SC)ncc2c1O,0.0
TRAIN_0567,COc1cc(OC)nc(OC(C(C)C)C(=O)N2CCOCC2)n1,0.0
TRAIN_0568,CNc1cc(Cl)cc(Cl)c1S(=O)(=O)NCC(O)=O,0.0
TRAIN_0569,CC(C)c1ccc2c(OC34OC(=O)NC23C(=O)c5ccccc45)c1,49.1
TRAIN_0570,CC(=O)C1=C(NC2CCCc3ccccc23)Nc4c(cccc4c5ccccc5)C1=O,33.3
TRAIN_0571,Oc1ccc2C(CC(=O)c2c1)c3cc(F)c(F)c(F)c3,19.5
TRAIN_0572,COC(=O)c1ccc(CN2C(O)c3cnccc3C2=O)cc1,2.62
TRAIN_0573,COc1ccc2C=C3N(C)C(=O)c4cccc(Oc2c1OC)c34,61.9
TRAIN_0574,CN1N(C)C(=O)C(=C(O)C1=O)C(=O)NCc2cccc(F)c2,3.41
TRAIN_0575,COc1nc(OC)c2N=NO\C(=N/Cc3ccc(F)cc3)\c2n1,0.49
TRAIN_0576,COc1ccc(Cn2c(C)c(C)c3c(Cl)c(CO)c(C)nc23)cc1,93.7
TRAIN_0577,Nc1ccc(cc1)C(=O)NC2CCc3ccccc23,39.2
TRAIN_0578,Clc1cccnc1n2ccc(n2)c3nccs3,0.0
TRAIN_0579,CN1C(=O)c2cc3cc4OCOc4cc3c5cccc1c25,89.5
TRAIN_0580,CCCCc1nc(N)nc(N2CCc3ccccc3C2)c1CC(=O)O,5.05
TRAIN_0581,Cc1nc(O)cc(COCc2ccccc2)c1C#N,0.332
TRAIN_0582,COc1ccc(Oc2cc(NCCO)ncn2)cc1,0.0
TRAIN_0583,C1Cc2ccccc2CN1c3nnc(s3)n4cccc4,4.61
TRAIN_0584,CSC1=C(C(=O)c2ccccc2N1)c3ccc(cc3)[N+](=O)[O-],20.3
TRAIN_0585,CS(=O)(=O)N1Cc2c(Br)cccc2C1=O,0.0
TRAIN_0586,Ic1cnn(CCN2CCOCC2)c1,0.0
TRAIN_0587,CN(C)CCCOc1ccc(Br)cc1F,40.3
TRAIN_0588,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)N=C1N3CCCC(C3)NC(=O)OC(C)(C)C,0.0
TRAIN_0589,COc1ccc2nc3cc(Cl)ccc3c(Cl)c2c1,2.69
TRAIN_0590,O=C(NC12CC3CC(CC(C3)C1)C2)C4CCN(CC4)c5cc(ncn5)n6cccc6,38.8
TRAIN_0591,COc1cc(Oc2nn(C)c(SC)c2C#N)ccc1[N+](=O)[O-],26.6
TRAIN_0592,OC(=O)c1ccc2c(Br)c(O)c(cc2c1)C(=O)O,0.0
TRAIN_0593,COc1cc(Br)c(CC#N)c(Br)c1,0.0
TRAIN_0594,Fc1cc(Br)cc(F)c1OCCN2CCOCC2,0.0
TRAIN_0595,O=S1(=O)N=C(NCCc2cccs2)c3ccccc13,0.0
TRAIN_0596,CC(=O)NC1=Cc2ccc(OC(=O)C)cc2OC1=O,2.51
TRAIN_0597,CS(=O)c1nc2ccc(F)cc2c(O)c1c3ccc(Cl)c(Cl)c3,29.6
TRAIN_0598,CCOC(=O)c1cccc(CNC(=O)c2ccncc2CO)c1,0.0
TRAIN_0599,COC(=O)c1cccc2C(=O)N(Cc12)c3cccc(c3)C(=O)OC(C)(C)C,7.93
TRAIN_0600,Nc1ncc(Br)nc1N2CCCC2c3cc(F)c(F)cc3F,61.4
TRAIN_0601,Oc1ccc(Cl)cc1C(=O)Nc2ccc3C(=CC(=O)Oc3c2)C(F)(F)F,0.0
TRAIN_0602,Fc1ccc2c(c1)c(nn2CC(=O)OCc3ccccc3)C(=O)N4CCc5ccccc45,26.9
TRAIN_0603,[O-][N+](=O)c1cn2CC[C@H](COCc3ccccc3OC(F)(F)F)Oc2n1,55.9
TRAIN_0604,Fc1ccc2NC(=O)C(=C(Cl)c2c1)c3ccc(Cl)c(Cl)c3,15.4
TRAIN_0605,N#Cc1cccc(c1)n2c3ccccc3c4ccncc24,16.6
TRAIN_0606,O=C1Nc2cc3ccc(OCc4ccccc4)cc3c5cccc1c25,0.422
TRAIN_0607,COc1ccc(Cn2ncc3cc(Br)ccc23)cc1,55.5
TRAIN_0608,CC1COC2(CCN(CC2)C3=NC(=O)c4cc(cc(c4S3)[N+](=O)[O-])C(F)(F)F)O1,0.0
TRAIN_0609,NC(=O)[C@@H]1CCCN1C2=NS(=O)(=O)c3cc(Cl)ccc23,2.97
TRAIN_0610,CCN1Cc2c(C(=O)OC)c3cc(F)ccc3n2CC1=O,0.0
TRAIN_0611,COC(=O)[C@H](C)N1Cc2c(c3ccccc3OC)c4cc(ccn4c2C1=O)C#N,30.4
TRAIN_0612,CC(C)[C@H](NCc1oc(C)cc1)C(=O)OC(C)(C)C,7.98
TRAIN_0613,COc1cccc2C(=Cc3sccc3Oc12)C#N,29.7
TRAIN_0614,Cc1nccc(c2ccccc2Cl)c1C(OC(C)(C)C)C(=O)NCCO,29.4
TRAIN_0615,Clc1ccc2nnc(CN3CCc4[nH]ncc4C3)n2n1,0.0
TRAIN_0616,CC1=C(c2ccc(Cl)cc2)S(=O)(=O)NC1=C3C(=O)OC(C)(C)OC3=O,0.0
TRAIN_0617,CC(C)(C)OC(=O)N1CCN(Cc2cccc3OCOc23)CC1,45.6
TRAIN_0618,CN1CCN(CC1)C2=NS(=O)(=O)C3=C2CCc4ccccc34,23.2
TRAIN_0619,Cc1nc(Nc2nc3ccccc3s2)nc(O)c1C,0.384
TRAIN_0620,COC(=O)Cc1c(C)nc(nc1Cl)c2ccccc2,0.0
TRAIN_0621,OC(=O)c1cccnc1C(=O)OCc2ccccc2,0.0
TRAIN_0622,CCOC(OCC)c1oc2nc(SC)ncc2c1,0.0
TRAIN_0623,O=S1(=O)N=C(Nc2ccccn2)C3=C1c4ccccc4CC3,16.9
TRAIN_0624,CCOC(=O)Cc1c(C)nc(Nc2nc(C)cs2)nc1C,29.3
TRAIN_0625,CCOC(=O)c1cnc(O)c(CCOCc2ccc(OC)cc2)c1Cl,34.8
TRAIN_0626,CCCCOC1=CC(CC(=O)OC)(C=CC1=O)C(=O)OC,2.01
TRAIN_0627,OC1CC[C@H]2CC3(OCCO3)[C@@H](COCc4ccccc4)[C@@H]2C1,5.08
TRAIN_0628,CN1CC(COc2ccccc2)Oc3ccccc3S1(=O)=O,11.3
TRAIN_0629,Cc1nc2cccnc2c(I)c1CO,9.73
TRAIN_0630,COP(=O)(Cc1cccnc1C(=O)OC(C)C)OC,6.56
TRAIN_0631,COc1ccc(Cc2c(C)c(OC)c(OC)c(OC)c2OC)cc1,35.8
TRAIN_0632,CCOC(=O)C(OC(C)(C)C)c1c(C)nc2c(Br)c(C)nn2c1c3ccc(Cl)cc3,41.4
TRAIN_0633,COc1ccc(cc1Cl)n2ccc3cc(NC(=O)N4CCCCC4)ccc23,63.0
TRAIN_0634,Cc1c(CC(=O)O)c2ccccc2n1C(=O)c3ccc(nc3)N4CCOCC4,27.4
TRAIN_0635,CCOC(=O)c1c(C)[n+]([O-])ccc1c2ccccc2Cl,27.9
TRAIN_0636,COc1ccc2C(=CC(=O)Oc2c1)CSc3oc4ccccc4n3,63.9
TRAIN_0637,COc1c(C)c(C)c(OC)c(CN2C(=O)c3ccccc3C2=O)c1C,2.09
TRAIN_0638,COC(=O)CNC(=O)C(C)NC(=O)\C=C\c1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl,33.2
TRAIN_0639,CN1N=C(C=C2C(=O)N(C)C(=O)N=C12)c3ccc(C)cc3,2.98
TRAIN_0640,Fc1ccc(cc1)C(=O)c2ccc(cc2)N3CCNCC3,45.7
TRAIN_0641,COC(=O)C(O)c1cnc2C(=O)N(Cc3ccc(OC)cc3)CC(C)(C)c2c1c4ccc(Cl)cc4,27.6
TRAIN_0642,CC1=C(c2ccc(C)cc2)S(=O)(=O)N=C1Oc3ccc4ncccc4c3,12.3
TRAIN_0643,Fc1ccc(NC2=Cc3ccccc3C(=O)N2)cc1,72.6
TRAIN_0644,CC(C)(C)OC(=O)N1CCc2cccc(C(=O)OCc3ccccc3)c12,56.3
TRAIN_0645,CCOC(=O)CN(C(=O)OC(C)(C)C)c1cccnc1C(=O)OCC,31.4
TRAIN_0646,CCOC(=O)C(CCSC)NC1=C(CCC1)C(=O)OCC,32.1
TRAIN_0647,Cl.CC1=C(c2ccc(F)cc2)S(=O)(=O)C=C1NCCN3CCOCC3,33.2
TRAIN_0648,Cc1ccc(cc1F)C2N(CCc3[nH]cnc23)C(=O)Nc4ccc(cc4)C#N,74.8
TRAIN_0649,CN1CCN(CC1)c2nsc(c3ccccc3)c2C#N,12.1
TRAIN_0650,CCOC(=O)c1cnc(SC)nc1N\C(=C\C(=O)OCc2ccccc2)\C,27.4
TRAIN_0651,COc1ccc(OCc2cc(O)nc(C)c2C#N)cc1,13.0
TRAIN_0652,COc1ccc(COC[C@H]2[C@@H]3CCC(F)(F)C[C@H]3CC2=O)cc1,42.9
TRAIN_0653,COC(=O)\C=C/CN(CC=C)S(=O)(=O)c1ccc(C)cc1,50.2
TRAIN_0654,O=S1(=O)N=C(Nc2cccc3[nH]ccc23)c4ccccc14,72.2
TRAIN_0655,Cc1ccc(CSC2=NS(=O)(=O)c3ccccc23)cc1,77.4
TRAIN_0656,COc1nc(Cl)c2nc(C)c(C(=O)OCc3ccccc3)c(Cl)c2n1,0.0
TRAIN_0657,Nc1cc2OCOc2cc1\C=C\C(=O)OCc3ccccc3,22.6
TRAIN_0658,CCOC(=O)Cc1c(C)nc(OCC)nc1OCC,4.03
TRAIN_0659,CCCNC(=O)Nc1ccccc1S(=O)(=O)NCCC,15.6
TRAIN_0660,O=C1CCCC1CC\C=C\S(=O)(=O)c2ccccc2,15.6
TRAIN_0661,OC(=O)c1ccc(\C=C\C(=O)c2cccc(O)c2)cc1,88.4
TRAIN_0662,CC(C)(C)c1cc(SCC(=O)O)cc(c1O)C(C)(C)C,0.0
TRAIN_0663,Cn1cc(C2=NNC(=O)c3ccccc23)c4ccccc14,13.2
TRAIN_0664,ClCCCN1N=C(\C=C\c2ccccn2)c3ccccc3C1=O,35.2
TRAIN_0665,CCOC(=O)Cn1nnc(COc2cc(c(F)cc2Cl)c3nn(C)c(OC(F)F)c3Cl)n1,61.5
TRAIN_0666,C[C@@H](Oc1cncc(c1)c2cnn(CCO)c2)c3nnc4ccc(C)nn34.OC(=O)C(F)(F)F,24.7
TRAIN_0667,CN(C)\C=C\C(=O)c1c(C)nc2ccc(Br)cn12,20.4
TRAIN_0668,CC(C)(C)OC(=O)NCCNC(=O)CC1=CC(=O)Oc2cc(O)ccc12,1.93
TRAIN_0669,Clc1ccc(cc1)C2=NNC(=O)c3sccc23,0.0
TRAIN_0670,CN1C(=O)N(C)C(=O)C(C)(C1=O)c2ccc(Cl)c(c2)N(S(=O)(=O)C)S(=O)(=O)C,0.0
TRAIN_0671,CC(C)(C)OC(=O)NC1CCN(CC1)C2=NN(CCCCl)C(=O)c3ccccc23,12.9
TRAIN_0672,CN(C1CC1)S(=O)(=O)c2ccc(cc2)C(C)(C)C,11.2
TRAIN_0673,CCOC(=O)c1cc2ccc(Cl)c(Cl)c2[nH]1,35.6
TRAIN_0674,NC(=NC(=O)c1cc2c(ccc(O)c2s1)C#N)N,35.0
TRAIN_0675,Cc1csc(Nc2nc(C)cc(n2)C(F)(F)F)n1,11.4
TRAIN_0676,CC(C)(C)OC(=O)NCCOC1(C(=O)Nc2ccccc2C1=O)c3ccccc3,23.4
TRAIN_0677,ClCCCN1N=C(c2cccc(Cl)c2)c3ccccc3C1=O,27.8
TRAIN_0678,Cc1ccc(CNC(=O)CCCNC(=O)c2ccc3sccc3c2)cc1,19.3
TRAIN_0679,[O-][N+](=O)c1cn2CC(Oc2n1)c3ccc(cc3)c4ccccc4,28.4
TRAIN_0680,Cc1nc2cc(ccn2c1c3cc[nH]n3)c4ccc(F)cc4,48.7
TRAIN_0681,Cn1cc(cn1)N2C=C(Cc3c(Cl)cccc3Cl)C(=O)NC2=O,75.8
TRAIN_0682,CN1C(=O)N(C(=O)C=C1N2CCNCC2)c3ccc(F)c(Cl)c3,25.7
TRAIN_0683,CC(C)OCCNC(=O)c1cnn2CCN(Cc12)C(=S)NCc3ccccc3,38.1
TRAIN_0684,NC(=O)c1ccc(c(Cl)c1)S(=O)(=O)N2CCN(CC2)c3ccc(F)cc3C(F)(F)F,74.8
TRAIN_0685,Cc1cc(F)c(Br)cc1NCc2cncn2C,93.67128189983148
TRAIN_0686,CC(C)(C)OC(=O)N1CCN(CC1)c2nnc(NC(=O)c3c(F)cccc3F)[nH]2,0.5
TRAIN_0687,COCC\N=C/1\SC=C(N1\N=C(\C)/c2ccc(cc2)n3ccnc3)c4ccc(C)c(C)c4,98.86906519813074
TRAIN_0688,Cc1onc(c1)n2c(C)cc(C(=O)CSc3nc4ncccn4n3)c2C,7.73934645518824
TRAIN_0689,CN(C)S(=O)(=O)c1ccc(NCCO)c(c1)C(=O)OCC(=O)c2ccc3Cc4ccccc4c3c2,11.316296926845368
TRAIN_0690,CN1N=C(CS/C/1=N/Cc2ccccc2)c3cc(C)n(c3C)c4ncn[nH]4,96.21979396487328
TRAIN_0691,CCOC(=O)C1=CNN(CC(=O)Nc2cnn(CCOC)c2)C1=N,0.5
TRAIN_0692,O=C(O[C@@H]1CCC[C@H]1n2cccn2)c3csc(n3)c4cnccn4,0.5
TRAIN_0693,C[C@H]1CN(CCN1C(=O)OC(C)(C)C)c2nnc(C3CCOC3)n2CC(=C)C,0.5
TRAIN_0694,CC(C1CC1)N(NC(=O)OC(C)(C)C)C(=O)c2ccc(CC3CC(=O)NC3=O)cc2,0.5
TRAIN_0695,CCC1CCCCN1c2ccc3N(CCCc3c2)C(=O)c4ccn5cncc5c4,85.78079669231971
TRAIN_0696,CCC1=NNC(=O)C(=C1CC)C(=O)N(C)CC2(O)CCCC2,17.721453016694753
TRAIN_0697,Cc1ccsc1\C=C\C2=CC(=C(C#N)C#N)CC(C)(C)C2,42.9320917950767
TRAIN_0698,O=C(N1CCN(CC1)S(=O)(=O)N2CCCCCC2)C34CCC(=O)N3CCS4,11.288501294234138
TRAIN_0699,FC(F)(F)CNC(=O)COC(=O)C1=NNC(=O)CC1,0.5
TRAIN_0700,CC(=O)N1CCOc2cc(c(C)cc12)S(=O)(=O)N3CSC[C@@H]3C(=O)NCc4csc(C)n4,69.18159234230322
TRAIN_0701,CN(CC(=O)N1CCC(=N1)c2ccccc2)C3CC(=O)N(Cc4ccccc4)C3=O,26.88011396209372
TRAIN_0702,O=C(CCc1nnc[nH]1)Nc2cc([nH]n2)C3CCCCCC3,22.9053384986884
TRAIN_0703,Nc1cc(O)nc(Nc2nc3ccccc3s2)n1,0.5
TRAIN_0704,OC(CNC1(CCCC1)c2noc(n2)C3CC3)C(F)(F)F,3.0523079061202623
TRAIN_0705,CN1CCc2nc(sc2C1)C(=O)c3nc4CCN(C)Cc4s3,30.95043691260011
TRAIN_0706,CC1=CC(=NNc2c(C)n[nH]c2Br)N=N1,23.379601480117444
TRAIN_0707,C=CCSC1=NN2CCS(=O)(=O)N=C2S1,2.164584889599226
TRAIN_0708,Cc1cc(C)c(cc1C)C(=O)CSC2=NN\C(=C\3/C=CC=N3)\O2,47.08058996230218
TRAIN_0709,CN1N=C(C(=O)Nn2c(C)cc(c2C)c3csc(Nc4ccccc4)n3)c5ccccc5C1=O,68.04370863228115
TRAIN_0710,CCOC(=O)\C=C/1\SCC(=O)N1CCOC(=O)CCC2=C(C)NC(=O)NC2=O,34.12608793843268
TRAIN_0711,Fc1ccc(F)c(c1)C2NC(=O)N(C2=O)c3cccc(c3)c4nnnn4C5CC5,14.198356583221866
TRAIN_0712,Fc1cc(CNCCc2cn3CCCCc3n2)ccc1n4cccn4,29.21842155551309
TRAIN_0713,FC(F)c1ccnc(NCc2nccn2CCc3ccccc3)n1,43.81981481159772
TRAIN_0714,CC(C)c1nc(Sc2nnc(O)[nH]2)nc(n1)N(C)C,18.444139464586627
TRAIN_0715,O=C(OCC1CCCCO1)c2cncc(c2)n3ccnn3,14.2365755780623
TRAIN_0716,C(c1ccccc1)C23OC4C5C6CC(C7C6C4C27)C35,7.562149297291668
TRAIN_0717,CSC1CC2CCC(C1)N2C(=O)c3cc(on3)C4CC4,11.052238417038724
TRAIN_0718,Cc1nn(c(C)c1C2=C(C#N)C(=O)OC=C2c3cc(C)n(c3C)c4nccs4)c5ccccc5,76.51963935166687
TRAIN_0719,ClC(=C)COC(=O)\C=C\c1nnc2c3ccccc3cnn12,17.995934888730616
TRAIN_0720,O=C(NN1C=Nc2ccccc2C1=O)C3=NN(C4CCS(=O)(=O)C4)C(=O)CC3,15.45784618591803
TRAIN_0721,CN(CC(=O)N)C(=O)C1CSC2(C)CSCC(=O)N12,10.892413529524164
TRAIN_0722,CC(C)(CO)CCCNC(=O)N1CCC2(CC1)OCCO2,12.605319389190967
TRAIN_0723,COc1ccc(CN(C)c2nnc(s2)c3ccon3)cc1O,42.709726734186894
TRAIN_0724,COC(=O)C1(CCCC1)N(C)CC#CCN(C)C2(CCCC2)C(=O)OC,46.2415093028508
TRAIN_0725,NC(=NOCCC1OCCO1)C2CCCCCC2,4.73220645206122
TRAIN_0726,FC(F)C1CN(CCO1)C(=O)NCCNC(=O)CC2CCCCC2,22.000243211785342
TRAIN_0727,O=C(CN1C(=O)CCC1=O)N2CC(C2)S(=O)(=O)C3CCCCC3,70.28861
TRAIN_0728,Cc1nnc(Nc2c(C)nn(C)c2C)c3ccccc13,16.9153796709692
TRAIN_0729,Nc1cccc(c1)c2c3C(=O)NNC(=O)c3c4CCCn24,18.857599499678614
TRAIN_0730,Cl.Oc1cccn2cc(nc12)c3cn(CCC#N)c4ccccc34,53.282490488681965
TRAIN_0731,I.NC(=NC1CCN(CC(F)(F)F)C1)N2CCCCC2,14.839393360318269
TRAIN_0732,C(Cn1nnc2cc(ccc12)c3noc(n3)c4ccc5[nH]cnc5c4)N6CCCCC6,65.45697757239894
TRAIN_0733,FC(F)(F)S(=O)(=O)c1ccccc1Sc2n[nH]c(n2)C3CC3,40.15774021506871
TRAIN_0734,CC1CC(Sc2nnc3cc(C)nc(C)n23)C(=O)O1,14.860240084776676
TRAIN_0735,Oc1ccnc(n1)N2CCc3sccc3C2C4CC4,24.4149887948856
TRAIN_0736,Cc1ccc(F)c(NC2=NN=C(CS2)c3cnn(C)n3)c1,33.320014592707125
TRAIN_0737,C1CCC2(C1)Oc3ccccc3C4CC(NN24)c5ccccc5,63.68972
TRAIN_0738,CCc1ccc(cc1)C(=O)C(C)OC(=O)c2ccc(OCc3c(C)onc3C)c(OC)c2,47.22651703351111
TRAIN_0739,COC(CNC(=O)NCc1ncnn1C(C)(C)C)C(C)C,42.99463196845196
TRAIN_0740,Cc1nc(nc2sc(C(=O)NC3(CCCC3)C#N)c(N)c12)C4CC4,43.87888053089658
TRAIN_0741,Clc1ccc(cc1c2nnn[nH]2)S(=O)(=O)NCCCOC3CCCCC3,63.07523930302451
TRAIN_0742,COC(=O)c1cnc(s1)N(CC=C)C(=O)C2CCCOC2,17.02656220141411
TRAIN_0743,CN1N=C(C(=O)OCc2c(C)cc(C)cc2C)c3c(C)onc3C1=O,47.6417142956413
TRAIN_0744,COC(C)(C)c1noc(n1)C2=NN(C)C(=O)C=C2,36.96471691885412
TRAIN_0745,CC1=NC(=N)N=C2N=CC(=CN12)C(=O)c3ccccc3O,23.978944808297
TRAIN_0746,COc1cccc(c1)n2c(SC3CCCCC3=O)nnc2c4cccc(c4)S(=O)(=O)N(C)C,7.694178552194984
TRAIN_0747,OC(=O)CCCNC(=O)NCC1=NC2C(C=NN2c3ccccc3)C(=O)N1,37.2331
TRAIN_0748,OC1(CN2CCC(CC2)c3nnc4ccccn34)CCNC1,18.82806664002917
TRAIN_0749,CC(C)n1nnnc1SC(C)C(=O)C23CC4CC(CC(C4)C2)C3,40.06740440908222
TRAIN_0750,NC(=O)C1CN(CCN1)C2=CC(=O)N3C=CC=CC3=N2,18.395497107516974
TRAIN_0751,CCOC(=O)C1=C(CN(CC(=O)OC(C)(C)C)c2ccccc2)NC(=O)NC1C,31.018188767089967
TRAIN_0752,Cc1c(C2=CCCCC2)c3ccccn3c1C4=NS(=O)(=O)c5ccccc45,65.31973663638101
TRAIN_0753,CN1N=C(NC(=O)CCOC2CCOCC2)SC1=O,13.965568160102848
TRAIN_0754,Cc1cccc(c1)c2nc3ccccc3n4nnnc24,15.360561471778738
TRAIN_0755,Cc1n[nH]c2N=C(O)CSC(c12)c3c(Cl)nc4sccn34,29.6579399961781
TRAIN_0756,N#C\C=C\N1CCC(CCCC2CCN(CC2)\C=C\C#N)CC1,43.64088042666297
TRAIN_0757,Nc1n[nH]c2nc(N3CCCC3)c4CN(CCc4c12)C5CCCCC5,42.0802
